,abstract,image,links,noticia,titulos,categorias
0,Senisse permaneceu no cargo durante 19 meses,mgr100117coletiva_marchezan015-14258702jpg,https://www.jornaldocomercio.com/_conteudo/politica/2018/08/641637-secretario-de-seguranca-de-porto-alegre-deixa-cargo-apos-pedido-de-demissao.html,"O secretário de Segurança de Porto Alegre, coronel Kleber Senisse, pediu demissão do cargo. A baixa no alto escalão foi confirmada pela prefeitura de Capital em nota divulgada nesta quinta-feira (2). Senisse permaneceu no cargo durante 19 meses e alegou motivos pessoais para sua saída.No comunicado, a administração municipal reconhece a ""dedicação e o empenho do secretário nos projetos de Segurança do governo, especialmente na valorização da Guarda Municipal"". A nota ainda destaca a ""capacidade de integração do secretário com todos os órgãos de segurança municipais, estaduais e federais"".Além do comando na pasta municipal, Senisse atuou na segurança do Panamericano no Rio de Janeiro, em 2007, e na Copa do Mundo no Brasil, em 2014.A saída do secretário é a 22ª baixa na equipe do prefeito Nelson Marchezan Júnior em um ano e meio de governo.",Secretário de Segurança de Porto Alegre deixa cargo após pedido de demissão,"{rj, rs}"
0,A data prevista para o julgamento de liberdade é antes do prazo final para registro de candidaturas no TSE,pol_luiz_inacio_lula_da_silva_257818_01_02-17805432jpg,https://www.jornaldocomercio.com/_conteudo/politica/2018/08/641632-stf-deve-julgar-recurso-de-lula-antes-do-dia-15-de-agosto.html,"O Supremo Tribunal Federal (STF) deve julgar pedido de liberdade do ex-presidente Luiz Inácio Lula da Silva (PT), condenado e preso na Lava Jato, na próxima semana, antes do dia 15, prazo final para o registro de candidaturas no Tribunal Superior Eleitoral (TSE), segundo apurou o jornal O Estado de S. Paulo.Depois que o relator do pedido, ministro Edson Fachin, liberar o caso para julgamento, a presidente da Corte, ministra Cármen Lúcia, irá pautar o processo imediatamente. A última sessão plenária antes do dia 15 acontece na quinta-feira da próxima semana. Enquanto isso, o STF já reforçou a segurança na área externa do tribunal, palco recente de duas manifestações a favor do ex-presidente, preso desde abril na Superintendência da Polícia Federal de Curitiba.Antes disso, Fachin ainda deverá decidir se a Corte, ao julgar o pedido de liberdade, vai avançar a discussão sobre o fator da inelegibilidade. Lula teve a pena confirmada em segundo grau pelo Tribunal Regional Federal da 4.ª Região (TRF-4), situação que enquadra o ex-presidente na Lei da Ficha Limpa. Se ministro der o aval para a discussão, o plenário da Corte vai antecipar o debate que será travado no TSE quando o registro de candidatura do petista for julgado. A análise deve ocorrer até, no máximo, 17 de setembro.Nesta quarta-feira, dia 1º, numa indicação da disposição dos ministros, Fachin disse ser ideal que a Corte decida ainda neste mês sobre o recurso do petista. Questionado se recomendaria que o julgamento ocorresse antes do dia 15, o ministro afirmou que ""toda celeridade em matéria eleitoral é importante para não deixar dúvida no procedimento"".A defesa de Lula, porém, tenta evitar que o STF discuta sobre a candidatura de Lula, e terá a chance de esclarecer a Fachin se quer ou não que a Corte debate a inelegibilidade do ex-presidente. Em junho, antes do recesso judiciário, Fachin deu cinco dias para que os advogados do petista se expliquem sobre a questão. O despacho do ministro foi publicado somente nesta quarta, em função da pausa nas atividades da Corte.O imbróglio em torno da ação começou quando Fachin enviou o pedido de suspensão dos efeitos da condenação, que envolve a liberdade de Lula, para julgamento do plenário do STF, retirando o caso da Segunda Turma. Entre outros pontos, Fachin disse que as questões eleitorais no processo atraíam a competência do colegiado composto pelos 11 ministros. A defesa, no entanto, diz não ter levantado a questão da elegibilidade no recurso apresentado ao Supremo.Os ministros da Corte retornaram nesta quarta às atividades no STF com reforço na segurança na área externa do tribunal. Um comunicado distribuído aos servidores informou que as entradas e as saídas do STF pelo Eixo Monumental ""permanecerão interditadas até data a ser informada posteriormente"", o que, na prática, dificulta o avanço de manifestantes às instalações do tribunal. Na última sexta-feira (27), um grupo de apoiadores de Lula jogou tinta vermelha no Salão Branco do Supremo. ",STF deve julgar recurso de Lula antes do dia 15 de agosto,"{pr, pt}"
0,"Das 250 candidaturas para as eleições de outubro, 104 são da legenda PSOL",0,https://www.jornaldocomercio.com/_conteudo/politica/2018/08/641628-psol-registrou-maior-numero-de-candidaturas-aponta-tse.html,"Na primeira atualização do novo portal de estatísticas eleitorais do Tribunal Superior Eleitoral (TSE), o órgão oficializou o registro, feito pelos partidos, de 250 candidaturas para as eleições deste ano. O PSOL é a legenda que mais oficializou candidatos - 104 no total, seguido do Novo, com 43, e do PSL, com 38.As candidaturas ainda não constam como ""aptas"", mas apenas como ""cadastradas"". Os pedidos de registro de candidatura protocolados recebem essa designação de início até serem deferidas.A maioria das candidaturas registradas até o momento é para vagas nas Assembleias Legislativas - 116. Para deputado federal foram registradas 97. Também estão cadastrados nove postulantes ao cargo de senador e 18 suplentes ao Senado. Cinco candidatos a governador aparecem no portal. Roberto Robaina (PSOL), do Rio Grande do Sul; Márcio Souza (PSOL), de Sergipe; Coronel Ulysses (PSL), David Hall (Avante) e Janaína Furtado (Rede), os três do Acre.Uma única candidatura já aparece como ""inapta"", a de Max da Silva Teodoro, que registrou candidatura para segundo suplente de Senador pela Rede do Acre, mas ele desistiu de concorrer e teve a renúncia homologada pelo juiz eleitoral.O TSE também divulgou dados sobre o perfil dos candidatos registrados: 71,2% são homens e 28,8% são mulheres. Casados são 50,4% e 37,6%, solteiros. A maioria tem entre 40 e 49 anos (89 candidatos) e 56% têm ensino superior completo. Quanto à cor/raça declarada, 50,4% se identificam como brancos e 36,4%, como pardos. Pretos são 10,8%. ","PSOL registrou maior número de candidaturas, aponta TSE","{ac, psl, rs, rede, psol, avante, se}"
0,"O procurador da República Deltan Dallagnol ministra palestra hoje no evento ""Integridade é a chave para o cuidar""",0,https://www.jornaldocomercio.com/_conteudo/politica/2018/08/641493-procurador-da-republica-deltan-dallagnol-dara-palestra-em-evento-na-capital.html,"O procurador da República Deltan Dallagnol ministra palestra hoje no evento ""Integridade é a chave para o cuidar"", promovido pela Unimed Porto Alegre. Dallagnol é um dos coordenadores da força-tarefa da Operação Lava Jato em Curitiba e responsável pela acusação de mais de 280 pessoas por crimes como corrupção, lavagem de dinheiro e organização criminosa. Foi ainda um dos responsáveis pela elaboração e da campanha em favor da aprovação das 10 Medidas Contra a Corrupção, projeto de lei de iniciativa popular que alcançou o apoio recorde de mais de 2 milhões de brasileiros. O evento da Unimed é fechado à imprensa, voltado para médicos cooperados, colaboradores e convidados, e será realizada a partir das 19h, no Teatro do Bourbon Country, na capital gaúcha.",Procurador da República Deltan Dallagnol dará palestra em evento na Capital,"{pr, rs}"
0,"Apesar da oficialização, sigla pode ser vice do PT ou do PDT",37964910_2904275652954209_560184900720787456_n-84219382jpg,https://www.jornaldocomercio.com/_conteudo/politica/2018/08/641521-pcdob-confirma-nome-de-manuela-ao-planalto.html,"No ato de oficialização da sua candidatura pelo PCdoB à presidência da República, a deputada estadual gaúcha Manuela d'Ávila deixou em aberto a possibilidade de ainda desistir da sua candidatura para integrar, como vice, a chapa de outro candidato. Há diálogos com o PT e o PDT.  Seu nome é tido como um dos possíveis para ser a vice do ex-prefeito de São Paulo Fernando Haddad, que pode assumir a candidatura do PT diante da impossibilidade de o ex-presidente Luiz Inácio Lula da Silva ser o candidato da sigla, porque está preso. O candidato Ciro Gomes (PDT) já disse que Manuela seria uma ótima vice-presidente. ""Nós nunca fomos e nunca seremos óbice para o nosso campo político"", disse Manuela durante o discurso na convenção nacional do PCdoB, realizada na Câmara dos Deputados, em Brasília, nesta quarta-feira. ""Sou candidata, porque defendo a unidade da esquerda até o último dia"", afirmou.Questionada se uma união do PCdoB apenas com o PT seria suficiente para que ela abrisse mão da sua candidatura, Manuela afirmou, porém, esperar que a composição seja ""mais ampla"". ""Hoje, essa não é a maior tendência"", disse.Manuela afirmou que a proposta do partido sempre foi defender a unidade do campo político de esquerda do País. ""Nós fizemos um conjunto de apelos públicos, dizendo que a nossa candidatura não é óbice para a unidade do nosso campo e, como ainda temos tempo, se surgir alguma novidade, nós seguimos entusiastas"", disse a jornalistas ao final do evento.Para ela, a esquerda no País precisa se unir para ""tirar o Brasil da crise"". ""Dentro do nosso campo, temos diferenças pequenas dentro do que representa a crise pela qual passam os brasileiros"", afirmou. Sobre a escolha de um nome para ser seu vice, Manuela afirmou que o partido ainda discute as possibilidades internamente e que a escolha será anunciada no limite da data para o registro da chapa. ""Deixa o vice para um segundo momento. São cenas do próximo capítulo."" ",PCdoB confirma nome de Manuela ao Planalto,"{df, sp, pdt, pt, pcdob}"
0,O Tribunal de Contas do Estado (TCE) concluiu que a prefeitura de Porto Alegre não cometeu irregularidade ao parcelar o salário e o 13º dos servidores municipais em 2017.,0,https://www.jornaldocomercio.com/_conteudo/politica/2018/08/641545-tce-conclui-que-executivo-agiu-corretamente-ao-parcelar-folha.html,"O Tribunal de Contas do Estado (TCE) concluiu que a prefeitura de Porto Alegre não cometeu irregularidade ao parcelar o salário e o 13º dos servidores municipais em 2017. O Sindicato dos Municipários de Porto Alegre (Simpa) ingressou com pedido ao Ministério Público (MP) do Rio Grande do Sul, no ano passado, para que averiguasse as contas da Prefeitura de Porto Alegre referente ao parcelamento de salários.O MP repassou o pedido ao TCE, solicitando uma inspeção especial das contas do município.O TCE, por meio da Direção de Controle e Fiscalização, fez a inspeção do parcelamento e incluiu também a análise do 13º salário ou gratificação natalina. A conclusão da inspeção foi de que o município destinou cerca de 70% para gastos com pessoal e encargos relacionados à folha de novembro, gerando falta de recursos para quitação do 13º salário.""A solução adotada para o pagamento do 13º repete o procedimento adotado por outros entes e está de acordo com parâmetros do mercado"", diz a conclusão do Tribunal de Contas do Estado. ",TCE conclui que Executivo agiu corretamente ao parcelar folha,{rs}
0,"O Brasil atingiu em 2018 a marca de 147,3 milhões de eleitores aptos a votar",pol___luiz_fux__presidente_do_tse_foto_roberto_jayme_ascom_tse-84221862jpg,https://www.jornaldocomercio.com/_conteudo/politica/2018/08/641558-eleitorado-cresce-3--e-147-3-milhoes-estao-aptos-a-votar.html,"O Brasil atingiu em 2018 a marca de 147,3 milhões de eleitores aptos a votar. O número foi divulgado na manhã de ontem pelo Tribunal Superior Eleitoral (TSE), e representa um crescimento de 3% do eleitorado em relação ao pleito de 2014. As informações são do Cadastro Eleitoral, banco de dados oficial do eleitorado brasileiro, e foram divulgadas pelo presidente do TSE, ministro Luiz Fux. Do total de eleitores, 52,5% são do gênero feminino, totalizando 77,3 milhões de eleitoras.De acordo com as estatísticas da Justiça Eleitoral, a faixa etária com maior número de eleitores é a que reúne cidadãos entre 45 e 59 anos de idade, que soma 35,7 milhões, o que corresponde a 24,6% eleitorado nacional. A população de jovens de 16 e 17 anos apta a votar caiu 14%, de 1,6 milhão para 1,4 milhão de eleitores nesta faixa etária.Os jovens com 16 e 17 anos, idade na qual o voto é facultativo, representam 1% do eleitorado. Apesar de a população dessa faixa ter, de fato, diminuído nos últimos quatro anos, a quantidade proporcional de eleitores também se reduziu. Em 2014, os eleitores de 16 e 17 anos eram 23,22% do total da população dessa idade. Hoje, a porcentagem é de 21,58%.O número de cidadãos que serão identificados por biometria cresceu nestas eleições. Em 2018, somam 73,6 milhões de eleitores, 50,3% do total. Em 2014, o quantitativo de eleitores com identificação biométrica totalizava 21,6 milhões de eleitores.O TSE registrou um aumento de 41,7% do eleitorado brasileiro no exterior, o número subiu de 354.185 mil eleitores em 2014 para 500.727 eleitores aptos a votar no pleito deste ano. Segundo o tribunal, o aumento expressivo é resultado de um esforço da Justiça Eleitoral e do Ministério das Relações Exteriores no sentido de facilitar o cadastro de brasileiros residentes em outros países.Uma das medidas adotadas foi a criação do Título Net Exterior, que reduz a burocracia na hora de fazer a transferência ado título para o exterior. A Justiça Eleitoral também passou a permitir o uso do e-título, aplicativo on-line que substituiu o documento em papel.O ministro Luiz Fux, que está finalizando o mandato de presidente do TSE, aproveitou para fazer um breve balanço da sua gestão, apontando realizações em áreas como biometria e combate às fake news. ""Eu assumi um mandato curto, com um calendário eleitoral extremamente apertado. Meu sentimento é de dever cumprido.""","Eleitorado cresce 3%, e 147,3 milhões estão aptos a votar",{}
0,"Com fim de recesso do STF, ações evitarão confronto com meio político",pol___ministra_carmen_lucia_foto_nelson_jr__sco_stf-84221532jpg,https://www.jornaldocomercio.com/_conteudo/politica/2018/08/641561-desobedecer-a-justica-e-inaceitavel-diz-carmen-lucia.html,"A presidente do Supremo Tribunal Federal (STF), ministra Cármen Lúcia, abriu a primeira sessão da corte neste semestre afirmando, mais uma vez, que é inaceitável qualquer forma de descumprimento das decisões judiciais.""Gostaria de afirmar que, neste tempo de grandes preocupações para nós, brasileiros, de grandes dificuldades, mas também de possibilidades, eu desejo que nós todos, como cidadãos, como juízes, sejamos, cada vez mais, como temos sido e nos encaminhado, responsáveis nas nossas competências com o Brasil, prudentes nas nossas decisões e, principalmente, comprometidos entre nós com um País no qual o Estado de Direito prevaleça, uma vez que é absolutamente inaceitável qualquer forma de descumprimento ou de desavença com o que a Justiça venha a determinar"", disse a ministra na manhã de ontem.""Esperamos que o Estado de Direito, neste semestre no qual se completam 30 anos de vigência da Constituição, que cada vez mais a democracia prevaleça no Brasil e seja construída com força por todos nós, com responsabilidade de todos os brasileiros, e muito mais nós, servidores públicos"", completou.O Supremo voltou nesta quarta do recesso de julho. A pauta do plenário prevista por Cármen Lúcia para o mês de agosto prioriza processos de caráter técnico, que evitam confrontar o meio político. Ontem, por exemplo, foram julgadas ações sobre direito do trabalho.O discurso da presidente do STF se assemelhou ao que ela fez em fevereiro, na abertura do ano judiciário.""Pode-se ser favorável ou desfavorável à decisão judicial pela qual se aplica o direito. Pode-se buscar reformá-la, pelos meios legais e nos juízos competentes. O que é inadmissível e inaceitável é desacatar a Justiça, agravá-la ou agredi-la. Justiça individual, fora do direito, não é justiça, senão vingança ou ato de força pessoal"", disse Cármen na ocasião.A ministra deixará a presidência da corte em setembro. No lugar dela assumirá o ministro Dias Toffoli. A expectativa é que Cármen Lúcia assuma a cadeira de Toffoli na Segunda Turma, responsável pelos processos da Lava Jato.Na terça-feira, a área externa do Supremo foi palco de uma confusão entre seguranças do tribunal e seis manifestantes que iniciaram uma greve de fome em defesa do ex-presidente Luiz Inácio Lula da Silva (PT), que está preso em Curitiba. Na semana passada, simpatizantes do petista jogaram tinta vermelha no chão de uma das entradas do STF, enquanto gritavam ""Lula livre"".","Desobedecer a Justiça é inaceitável, diz Cármen Lúcia","{pr, pt}"
0,"Questionado sobre quando o tribunal julgará o assunto, o ministro Edson Fachin lembrou que a definição de data depende da presidente, ministra Cármen Lúcia",0,https://www.jornaldocomercio.com/_conteudo/politica/2018/08/641564-fachin-quer-decisao-rapida-sobre-prisao-de-lula.html,"O relator da Operação Lava Jato no Supremo Tribunal Federal (STF), ministro Edson Fachin, recomendou, nesta quarta-feira, que a corte julgue o quanto antes o pedido para suspender a execução da pena do ex-presidente Luiz Inácio Lula da Silva (PT). A defesa quer que Lula seja libertado e autorizado a disputar as eleições de outubro.Questionado sobre quando o tribunal julgará o assunto, o ministro Edson Fachin lembrou que a definição de data depende da presidente, ministra Cármen Lúcia. Mas recomendou: ""Toda celeridade em matéria eleitoral é importante para não deixar dúvida no procedimento"".O relator deu a declaração diante da pergunta sobre se o STF deveria definir o caso antes do Tribunal Superior Eleitoral (TSE). A corte eleitoral só vai tratar do assunto no dia 15 de agosto, último dia para os partidos apresentarem as candidaturas.A Procuradoria-Geral da República já se manifestou em sentido contrário ao pedido de Lula. Agora, a defesa tem cinco dias para apresentar argumentos ao STF. Depois disso, o caso poderá ser pautado para julgamento em plenário.Embora ainda não tenha definido a data do julgamento, a presidente Cármen Lúcia já deixou claro que fará isso assim que o relator liberar o processo para a pauta do plenário da corte. Como o processo é de um réu preso, há prioridade na pauta. ",Fachin quer decisão rápida sobre prisão de Lula,{pt}
0,"A pré-candidata da Rede, Marina Silva, afirmou, nesta terça-feira, que aguarda uma resposta positiva do PV para fechar aliança nacional e tornar o ex-deputado Eduardo Jorge como seu vice",0,https://www.jornaldocomercio.com/_conteudo/politica/2018/08/641572-marina-silva-admite-que-iniciou-negociacao-com-pv-para-vice.html,"A pré-candidata da Rede, Marina Silva, afirmou, nesta terça-feira, que aguarda uma resposta positiva do PV para fechar aliança nacional e tornar o ex-deputado Eduardo Jorge como seu vice na disputa presidencial. Médico sanitarista e candidato a presidente em 2014, Eduardo Jorge disse que aceita ser o vice na chapa de Marina se as direções da Rede e do seu partido se acertarem até sábado.""Nós estamos aguardando a resposta do Partido Verde. Nós temos uma comissão eleitoral que está fazendo esse debate. O Eduardo Jorge teve um gesto (positivo) e ele é um nome que dentro do PV que estamos dialogando"", afirmou a ex-senadora, em entrevista à GloboNews.Coordenador político da Rede, Pedro Ivo disse que todas as fichas estão sendo apostadas na negociação com o PV, e que Marina chegará à convenção que homologará sua candidatura com o impasse do vice resolvido. Eduardo Jorge disse que aceitaria a vaga como uma nova missão para ajudar o Brasil.Hoje, de acordo com as últimas pesquisas, Marina é uma das candidatas mais favorecidas nos cenários sem a presença de Luiz Inácio Lula da Silva (PT), condenado em segunda instância no caso do triplex e, portanto, enquadrado na Lei da Ficha Limpa.Na entrevista, a pré-candidata da Rede negou que apoie a volta da Contribuição Provisória sobre Movimentação Financeira (CPMF) e confirmou que pretende rever trechos da reforma trabalhista. ""Não vou revogar, mas vou mudar os pontos draconianos. Uma mulher não tem que trabalhar em áreas de risco para ela e seu bebê. Isso eu vou mudar. Não é possível permitir que se determine apenas meia hora de almoço, ainda mais quando se sabe que a maioria dos acidentes de trabalho ocorre após esse período. Isso é draconiano. Sempre defendi a liberdade e a autonomia sindical, mas precisa definir algum mecanismo para que os sindicatos não fiquem tão precários"", argumentou. ",Marina Silva admite que iniciou negociação com PV para vice,"{pv, pt, rede}"
0,"Preso há 116 dias na Superintendência da Polícia Federal em Curitiba, Luiz Inácio Lula da Silva (PT) coordenou os principais movimentos da pré-campanha",0,https://www.jornaldocomercio.com/_conteudo/politica/2018/08/641575-lula-articulou-acoes-que-resultaram-no-isolamento-de-ciro.html,"Preso há 116 dias na Superintendência da Polícia Federal em Curitiba, Luiz Inácio Lula da Silva (PT) coordenou os principais movimentos da pré-campanha até agora e conseguiu, antes mesmo do início oficial da disputa, isolar Ciro Gomes (PDT) e abrir espaço para uma candidatura mais competitiva do PT na sucessão de Michel Temer (MDB).Nos cálculos de Lula, a eleição será novamente polarizada entre direita e esquerda, e só há espaço para um nome de cada campo. Ciro seria o adversário direto do PT na competição por votos, principalmente entre os eleitores do Nordeste.Desde meados de junho, o ex-presidente então articulou movimentos, executados pela cúpula do PT, que desidrataram antecipadamente a candidatura de Ciro. Como o substituto de Lula só será lançado a 20 dias da eleição, os petistas trabalharam para impedir que o ex-governador do Ceará ganhasse musculatura que o consolidasse como nome da esquerda antes que o herdeiro petista seja conhecido.Lula mandou recados por interlocutores que o visitam frequentemente na prisão e deu aval para decisões terminativas da presidente de seu partido, Gleisi Hoffmann, para pelo menos cinco atos que reverberaram contra Ciro: sinalizou com a vice-candidatura do PT para Manuela d'Ávila (PCdoB) no momento em que o PCdoB era assediado pelo PDT; repreendeu governadores petistas que defendiam aliança com Ciro; assistiu ao PR, de Valdemar Costa Neto, levar o centrão para a órbita de Geraldo Alckmin (PSDB) em vez de fechar acordo com o PDT; e, em seguida, fez pesar sua relação familiar de anos na negativa do empresário Josué Alencar (PR) em ser vice do tucano.Por fim, ontem, Lula teve participação direta na negociação que neutralizou o PSB na eleição nacional, afastando-o definitivamente de Ciro Gomes. As ações partidárias sobre PCdoB e PSB, foram coordenadas pari passu com Glesi, que visita o ex-presidente religiosamente toda semana.Cotados como plano B caso Lula seja impedido de concorrer ao Planalto, Jaques Wagner e Fernando Haddad foram fundamentais na ponte com o PR.O presidente do PR, Valdemar Costa Neto, queria apoiar Lula, mas avalia que o ex-presidente será barrado pela Lei da Ficha Limpa e não estará na urna em outubro. Inserido no centrão, jogou pela preferência lulista, reorientando tendências e sacramentando o primeiro revés para Ciro quando selou o apoio do bloco a Geraldo Alckmin.Agora, dizem petistas que já admitem - mesmo que nos bastidores - uma eleição sem o ex-presidente Lula, o ideal é um vice com a cara do PT. E está aí a opção Manuela.",Lula articulou ações que resultaram no isolamento de Ciro,"{pr, psdb, pt, mdb, pdt, ce, pcdob, psb}"
0,O PRB oficializou ontem apoio à candidatura do presidenciável Geraldo Alckmin (PSDB) já cobrando participação em um eventual governo do tucano,0,https://www.jornaldocomercio.com/_conteudo/politica/2018/08/641579-prb-oficializa-apoio-a-alckmin-e-cobra-participacao-em-eventual-governo-tucano.html,"O PRB oficializou ontem apoio à candidatura do presidenciável Geraldo Alckmin (PSDB) já cobrando participação em um eventual governo do tucano. Marcos Pereira, presidente nacional licenciado da sigla - que comanda o PRB na prática -, ressaltou em seu discurso num apertado auditório na Câmara dos Deputados que ele foi um dos responsáveis por fazer com que o centrão apoiasse o candidato do PSDB.Antes, o bloco formado por DEM, PP, PR, SD e PRB estava dividido entre o pré-candidato tucano e Ciro Gomes (PDT). O presidente do PP, Ciro Nogueira, acompanhou o evento sem discursar. ""Nunca se esqueça que nós do PRB fomos fundamentais para conduzir os partidos do centro democrático para apoiar sua candidatura"", disse Pereira. O presidente licenciado foi enfático na cobrança: ""O PRB quer e pode contribuir com seu governo"". A resposta de Alckmin foi imediata. Ao fazer o discurso logo em seguida, o tucano agradeceu a confiança do partido, disse que não decepcionaria seus membros e que ""ninguém faz nada sozinho"". ""Não tem mágica. Tem trabalho em equipe para a gente mudar o Brasil.""Tanto Alckmin como Pereira fizeram críticas aos adversários tanto da esquerda como da direita, mas sem citar os nomes de Luiz Inácio Lula da Silva (PT), Ciro Gomes (PDT) e Jair Bolsonaro (PSL).""O populismo leva é a desemprego, desarranjo das contas públicas. Quem paga a conta é o povo. Extremismo não é caminho, é descaminho. Precisamos agir com absoluta responsabilidade. Não tenho dúvida de que vamos recuperar o emprego e a renda"", disse Alckmin, salientando que seu compromisso ""é não deixar ninguém para trás"". ",PRB oficializa apoio a Alckmin e cobra participação em eventual governo tucano,"{pr, psdb, pp, psl, pt, prb, pdt, dem, sd}"
0,"Oficialmente, o recesso parlamentar acontece entre 18 e 31 de julho",0,https://www.jornaldocomercio.com/_conteudo/politica/2018/08/641593-parlamentares-enforcam-semana-pos-recesso.html,"Na primeira semana de trabalho no Congresso após o término do recesso parlamentar, a previsão de dois cultos religiosos figura solitária nos telões do Senado, que deveriam exibir a lista de atividades dos senadores. Essas serão as duas únicas reuniões desta semana na ala das comissões.Oficialmente, o recesso parlamentar acontece entre 18 e 31 de julho. Deputados e senadores deveriam ter voltado ao trabalho nesta quarta-feira, mas Câmara e Senado não agendaram nenhuma sessão para votação de projetos. As comissões das duas casas também não têm reuniões marcadas pelo menos até a próxima semana.A Câmara ficou esvaziada nesta quarta, dia que costuma ser o mais movimentado do Congresso. Até o meio da tarde, apenas 20 dos 513 deputados passaram pelo local.O presidente da casa, Rodrigo Maia (DEM-RJ), que é candidato à reeleição, não era um dos presentes. Segundo sua assessoria, Maia está no Rio de Janeiro, sem compromissos oficiais.Nas próximas semanas, os presidentes da Câmara e do Senado pretendem fazer um ""esforço concentrado"", nos dias 7, 8, 13 e 14, para a votação de projetos. Isso porque, após o recesso, as atenções dos parlamentares já estão voltadas à disputa eleitoral de outubro.O foco dos trabalhos deve ser, portanto, a aprovação de projetos considerados menos polêmicos e de medidas provisórias. Elas têm de ser votadas até um prazo determinado, ou perdem a validade. Na próxima semana, os parlamentares devem votar duas medidas editadas pelo governo em razão da greve dos caminhoneiros.Uma delas garante cota de 30% para fretes da Companhia Nacional de Abastecimento (Conab) para autônomos, e a outra dispõe sobre a isenção de pedágio para o eixo suspenso de caminhões.Da agenda econômica, pouco deve avançar antes das eleições. Entre as propostas que podem encontrar dificuldades em plenário está o cadastro positivo, que foi aprovado em maio, mas ainda aguarda a votação de destaques. Uma das propostas que o governo pretende tratar como prioridade é a que aumenta a tributação sobre fundos de investimentos exclusivos. ",Parlamentares 'enforcam' semana pós-recesso,"{dem, rj}"
0,Orientação da sigla será 'neutralidade' em relação à presidência,cd271117_stedile__12_-16852082jpg,https://www.jornaldocomercio.com/_conteudo/politica/2018/08/641596-alianca-com-pt-em-estados-divide-opinioes-no-psb.html,"Sob protestos em suas bases regionais, as cúpulas do PT e PSB decidiram, ontem, sacrificar candidaturas estaduais em nome de um pacto nacional que deve levar ao isolamento do candidato do PDT à presidência da República, Ciro Gomes. O PDT havia oferecido ao PSB a vaga de vice de Ciro. Um dos nomes cotados era de Márcio Lacerda, ex-prefeito de Belo Horizonte.Mas o PSB deve anunciar neutralidade na corrida presidencial, abandonando a costura de aliança com o PDT. O acerto com o PT incluiu acordos em pelo menos quatro estados, inclusive Pernambuco e Minas Gerais. O PT vai retirar a candidatura da vereadora Marília Arraes ao governo pernambucano em apoio à reeleição do governador Paulo Câmara (PSB). Em Minas, o presidente nacional do PSB, Carlos Siqueira, informou ao pré-candidato Márcio Lacerda a decisão de desistir da disputa ao Palácio da Liberdade em apoio à reeleição do petista Fernando Pimentel.Com isso, a proposta do presidente nacional do PSB é levar à convenção deste domingo a orientação por adotar a neutralidade na disputa presidencial. Além disso, a proposta é orientar diretórios estaduais para que apoiem candidatos do campo da esquerda e que sejam contra a reforma trabalhista.O presidente do PSB no Rio Grande do Sul, deputado federal José Stédile, defende que o partido tenha posicionamento. ""Minha posição é favorável a ter coligação com um candidato. O partido aqui optou prioritariamente por Ciro Gomes (PDT)"", disse, citando que outras opções são Marina Silva (Rede) ou Alvaro Dias (Pode).Em sua conta no Twitter, o vice-presidente nacional do PSB e pré-candidato ao Senado, Beto Albuquerque, respondeu ao questionamento de um internauta que ""(o) PSB não fará coligação nacional com o PT! Não há nenhuma possibilidade, e sequer isso é cogitado no PSB"". Até o fechamento desta edição, Beto não atendeu às ligações da reportagem.Stédile lembra, contudo, que a decisão passa pela convenção, que reúne, além do diretório nacional e dos presidentes estaduais, os delegados de cada estado.",Aliança com PT em estados divide opiniões no PSB,"{mg, pt, rs, psb, pdt, rede, pe}"
0,A paralisação levou ao fechamento de três unidades de saúde e restrição de atendimento em outras 13,0,https://www.jornaldocomercio.com/_conteudo/politica/2018/08/641489-para-prefeito-marchezan-greve-de-municiparios-nao-e-pauta.html,"Iniciada e encerrada na terça-feira, a greve dos trabalhadores do Instituto Municipal de Estratégia da Família (Imesf), reforçada por municipários de diversas categorias da saúde de Porto Alegre, é vista como algo cotidiano pelo prefeito Nelson Marchezan Júnior (PSDB). Ontem, durante a inauguração dos leitos do Hospital Santa Ana, o gestor municipal afirmou considerar que a greve ""talvez não devesse ocupar espaço na mídia"", por ser muito recorrente. A categoria, que começou paralisações também nos dias 15 de julho e 18 de junho, se mantém em estado de greve.""A gente faz anúncio positivo dá greve, notícia ruim dá greve, faz frio dá greve, tá muito calor dá greve, tem jogo do Brasil dá greve, então o Sindicato dos Municipários de Porto Alegre (Simpa) dizer que vai fazer greve talvez nem devesse ocupar espaço na mídia, porque é tão normal na vida dos porto-alegrenses"", observa. A paralisação levou ao fechamento de três unidades de saúde e restrição de atendimento em outras 13.Os trabalhadores do Imesf não recebem reposição da inflação sobre seus salários há quase três anos. A necessidade de reposição conforme inflação é de 6,85%. O fim da greve se deveu à garantia, por parte da prefeitura, de manter os 10% da gratificação. A reposição, entretanto, ainda não foi tratada nas negociações.Marchezan chama atenção para o fato de o Tribunal de Contas do Estado (TCE) ter concluído ontem relatório afirmando que o Executivo agiu corretamente no pagamento da folha e do 13º salário dos servidores em 2017, e que os salários foram parcelados porque de fato não havia recursos disponíveis.""Querer falar em reposição quando não pagamos nem em dia o salário dos servidores e quando os aumentos automáticos que os servidores de Porto Alegre têm são acima da média nacional, estadual e de todos os municípios do Brasil é fora da pauta real"", afirmou o prefeito. ","Para prefeito Marchezan, greve de municipários 'não é pauta'","{psdb, rs}"
