,titulos,links,noticia,image,abstract
0,Dias Toffoli assume presidência do STF interinamente,https://www.jornaldocomercio.com/_conteudo/politica/2018/07/639723-dias-toffoli-assume-presidencia-do-stf-interinamente.html,"O vice-presidente do Supremo Tribunal Federal (STF), ministro Dias Toffoli, assumiu nesta segunda-feira (23) o comando da Corte interinamente. Até o final da semana, Toffoli ficará responsável por decidir questões urgentes que chegarem ao plantão do tribunal. Neste mês, o Supremo está em recesso, e os trabalhos serão retomados no dia 1º de agosto.Em função do período de recesso, a Corte deveria estar sob o comando da presidente, Cármen Lúcia, no entanto, a ministra teve de assumir a presidência da República interinamente em função da viagem do presidente Michel Temer ao México.Cármen Lúcia, terceira na linha sucessória, assumiu interinamente a Presidência da República em função da legislação eleitoral. Como o cargo de vice-presidente está vago, a primeira pessoa da linha sucessória no país é o presidente da Câmara dos Deputados, Rodrigo Maia (DEM-RJ), e o segundo, o do Senado, Eunício Oliveira (PMDB-CE).No entanto, a legislação eleitoral impede a candidatura de ocupantes de cargos no Executivo nos seis meses que antecedem as eleições. Dessa forma, se Maia ou Eunício assumissem a Presidência, ficariam inelegíveis e não poderiam disputar as eleições de outubro.Cármen Lúcia tem agenda de trabalho a partir das 14h, no Palácio do Planalto. Entre as autoridades que receberá estão os governadores do Rio Grande do Sul, Ivo Sartori; do Piauí, Wellington Dias, e de Minas Gerais, Fernando Pimentel. Em setembro, Dias Toffoli assumirá a cadeira de presidente do STF por dois anos em função do término do mandato de Cármen Lúcia, que começou em 2016.",antcrz_abr_0305181911_1-1805959.jpg,"Até o final da semana, Toffoli ficará responsável por decidir questões urgentes que chegarem ao plantão do tribunal"
0,Marina arrecada R$ 100 mil em cinco dias e bate meta da vaquinha online,https://www.jornaldocomercio.com/_conteudo/politica/2018/07/639711-marina-arrecada-r-100-mil-em-cinco-dias-e-bate-meta-da-vaquinha-online.html,"A pré-candidata da Rede à Presidência da República nas eleições de 2018, Marina Silva, conseguiu bater a meta de sua vaquinha online neste domingo (22). Depois de cinco dias, foram arrecadados R$ 100 mil.Os colaboradores podem doar R$ 20, R$ 50, R$ 100, R$ 200, R$ 500 ou R$ 1.060. Na manhã desta segunda, foram mais R$ 10 mil doados, sendo mil do cineasta e colaborador da campanha, Fernando Meirelles, famoso pelo filme Segundo o texto do portal, o objetivo desta primeira meta era custear viagens. ""Com esse valor, conseguiremos realizar eventos em cinco cidades diferentes, levando as nossas propostas para diversas regiões"". Agora a arrecadação de Marina entra em uma segunda fase: a do combate às fake news.Com R$ 200 mil, a campanha quer produzir vídeos e materiais gráficos. ""Precisamos combater mentiras, acusações levianas e notícias falsas"", diz o texto. As metas fazem parte da estratégia da campanha para tentar manter constante o número de doações ao longo da campanha.""Tem uma coisa muito típica em arrecadação, começa forte e aí vai diminuindo. Nossa ideia é colocar várias pequenas metas, criar fases, e estimular as doações ao longo delas"", conta o coordenador financeiro da campanha de Marina, Bazileu Margarido.A proposta deles com a segunda meta é conseguir uma equipe de monitoramento de fake news, que possa também criar uma estratégia de comunicação para combater as notícias falsas na internet.O campeão das vaquinhas online entre os pré-candidatos até o momento é o ex-presidente Luiz Inácio Lula da Silva (PT), condenado e preso pela Operação Lava Jato. A arrecadação dele começou antes, em 6 de junho, mas já atingiu R$ 400 mil. Em seguida vem João Amoêdo (Novo), que iniciou a vaquinha em maio e já arrecadou R$ 280 mil.",665456_01_02-8392979.jpg,"Segundo o texto do portal, o objetivo desta primeira meta era custear viagens"
0,Jucá desautoriza Marun e fala que posicionamentos dele são de 'cunho pessoal',https://www.jornaldocomercio.com/_conteudo/politica/2018/07/639705-juca-desautoriza-marun-e-fala-que-posicionamentos-dele-sao-de-cunho-pessoal.html,"O presidente nacional do MDB, senador Romero Jucá (RR), usou as redes sociais para afirmar que as opiniões do ministro Carlos Marun (Secretaria de Governo) distribuída em mensagem a parlamentares do partido não representa o posicionamento oficial da legenda e são de ""cunho pessoal"".No domingo (22) Marun enviou um texto a lideranças Após a mensagem ser revelada, Marun divulgou uma nota afirmando que não teria usado a expressão se soubesse que se tornaria pública.No Twitter, Jucá desautorizou Marun ao dizer que os posicionamentos defendidos pelo ministro não são do partido. ""O ministro Marun é um membro ilustre do nosso partido, mas as suas posições são de cunho pessoal e não representam o posicionamento do MDB. A nossa proposta para as eleições é clara"", escreveu o senador.O presidente da legenda reforçou que os documentos ""Ponte para o Futuro"", elaborado em 2015, e ""Travessia Social"", de 2016, definem as bases de propostas do partido e, no período eleitoral, o pré-candidato à Presidência Henrique Meirelles é o porta-voz dos posicionamentos do MDB.",0,"Marun enviou um texto a lideranças propondo uma forma de ""leniência"" ao caixa 2"
0,Cármen Lúcia assume novamente a Presidência da República,https://www.jornaldocomercio.com/_conteudo/politica/2018/07/639700-carmen-lucia-assume-novamente-a-presidencia-da-republica.html,"Com a viagem do presidente Michel Temer ao México, nesta segunda-feira (23), a presidente do Supremo Tribunal Federal (STF), Cármen Lúcia, assumiu interinamente a Presidência da República. Pela segunda semana seguida ela assume o comando do país. Como o presidente Temer tem agenda na África do Sul para a 10ª Cúpula do Brics, que ocorre entre os dias 25 e 27, Cármen Lúcia deve permanecer no cargo durante toda a semana.Essa é a quarta vez que Cármen Lúcia comanda o país desde o início do período eleitoral. Os primeiros na linha sucessória para ocupar o cargo na ausência de Temer do país são o presidente Câmara, Rodrigo Maia (DEM-RJ), seguido pelo do Senado, Eunício Oliveira (PMDB-CE). Ambos também viajaram ao exterior durante a ausência de Temer para evitar de assumirem o cargo e se tornarem inelegíveis nas próximas eleições, de acordo com as regras eleitorais.Presidente Michel Temer transmite o cargo para a presidente do Supremo Tribunal Federal, ministra Cármen Lúcia (Cesar Itiberê/PR)A presidente interina tem agenda de trabalho a partir das 14h, no Palácio do Planalto. Entre as autoridades que receberá estão os governadores do Rio Grande do Sul, Ivo Sartori; do Piauí, Wellington Dias, e de Minas Gerais, Fernando Pimentel.Na terça-feira (17) da semana passada, Cármen Lúcia também assumiu interinamente a Presidência com a viagem de Temer a Cabo Verde para participar da 12ª Conferência de Chefes de Estado e de Governo da Comunidade dos Países de Língua Portuguesa (CPLP).O presidente Michel Temer embarcou na manhã de hoje (23) para o México onde se encontrará com o presidente do país, Enrique Peña Nieto, e participará de jantar oferecido aos chefes de Estado. Amanhã (24), participa da 1ª Reunião de Presidentes do Mercosul e da Aliança do Pacífico, na cidade de Puerto Vallarta.Na reunião, os presidentes devem aprovar uma declaração conjunta e um plano de ação que complementa e amplia a pauta de trabalhos conjunta definida em abril de 2017 em temas como facilitação de comércio, cooperação regulatória, agenda digital e comércio inclusivo.Com a possibilidade de ser assinado no futuro um acordo entre a Aliança do Pacífico e o Mercosul, o Brasil é um dos principais interessados na parceria, já que ainda não tem acordo de livre comércio com o México.Após a visita ao México, Temer viajará a Johanesburgo, na África do Sul, para a 10ª Cúpula do Brics, grupo que reúne Brasil, Rússia, Índia, China e África do Sul. A cúpula ocorre entre os dias 25 e 27 de julho. Ainda não há confirmação sobre que os dias em que o presidente Temer permanecerá no evento.",pol_carmen_lucia__1_-1779420.jpg,Temer tem agenda na África do Sul para a 10ª Cúpula do Brics
0,"Sem unidade na esquerda, Manuela D'Ávila diz que seguirá candidata",https://www.jornaldocomercio.com/_conteudo/politica/2018/07/639697-sem-unidade-na-esquerda-manuela-d-vila-diz-que-seguira-candidata.html,"A pré-candidata do PC do B à Presidência da República, Manuela D'Ávila, afastou nesta segunda-feira (23) a possibilidade de sair da disputa. Em conversa com jornalistas em Aracaju, ela declarou que o apelo da sigla pela união dos partidos de esquerda não se concretizou.""Ao que tudo indica, nosso apelo pela unidade não está tendo êxito. Então, o que posso eu fazer se não receber com muita honra o desafio que me foi lançado pelo meu partido e que creio tem sido exitoso"", disse Manuela.Neste domingo (22), o PC doB aprovou uma resolução pedindo a união dos partidos de esquerda já no primeiro turno em resposta à adesão do centrão à candidatura do tucano Geraldo Alckmin.Ao lado do prefeito da capital sergipana, Edvaldo Nogueira, ela comparou a relação do partido com o PT no estado a de irmãos, citando como um exemplo do que o PC do B entende como unidade. ""Unidade não é quando um partido se coloca como o grande partido diante dos outros, mas quando os outros partidos podem construir um projeto político comum. Nós estamos tentando fazer isso"", afirmou.Ao ser questionada sobre o encontro do partido com a presidente nacional do PT, a senadora Gleisi Hoffmann, a presidenciável disse que o TSE tem dado sinais de que reconhecerá o ex-presidente Luiz Inácio Lula da Silva como candidato e negou que o partido esteja disputando votos do petista.""Nós não disputamos o legado do ex-presidente Lula porque nós o reconhecemos como um candidato legítimo de um partido historicamente aliado nosso, que é o PT. Ao que tudo indica, o Tribunal Superior Eleitoral também reconhecerá essa candidatura e ele disputará as eleições até o seu término"", declarou.A convenção que vai oficializar a candidatura de Manuela D'Ávila será em 1 de agosto.",000_14h29x-1807444.jpg,Deputada disse que o apelo da sigla pela união dos partidos de esquerda não se concretizou
0,Marun propõe anistia de caixa dois e cobrança no SUS,https://www.jornaldocomercio.com/_conteudo/politica/2018/07/639690-marun-propoe-anistia-de-caixa-dois-e-cobranca-no-sus.html,"O ministro da Secretaria de Governo, Carlos Marun, propôs neste domingo (22), em mensagem a um grupo de parlamentares, que o MDB e o pré-candidato do partido à Presidência da República, o ex-ministro da Fazenda Henrique Meirelles, defendam uma forma de ""leniência"" ao caixa dois praticado em eleições passadas e a fixação de mandato para ministros do Supremo Tribunal Federal (STF).Marun sugeriu a criação de uma corte constitucional para ""dirimir conflitos"" entre o STF e a Constituição, um conselho superior para controle externo das polícias e avançou sobre a área social, ao recomendar o fim da gratuidade total aos pacientes no Sistema Único de Saúde (SUS).""Vamos desburocratizar as eleições, mas punir realmente o uso de dinheiro ilegal nos pleitos. Podemos propor uma forma de leniência para o caixa dois já praticado e o criminalizarmos para o futuro"", escreveu o ministro, que é citado na Operação Registro Espúrio, suspeito de interferir em registro de sindicatos no Ministério do Trabalho.""Vamos propor mandatos para o STF, revogar a Lei da Bengala, votar a Lei do Abuso de Autoridade, e criar uma Corte Constitucional que possa dirimir conflitos entre as decisões do STF e a Constituição Federal. Vamos propor um Conselho Superior para as Polícias, para que não prospere o Estado Policialesco e as ações dos maus policiais tenha controle externo.""A anistia ao caixa dois e o limite ao mandato de ministros do Supremo foram discutidas na reforma política, que tramitou no Congresso Nacional, no ano passado, mas repercutiram mal e não avançaram.As ideias do ministro foram publicadas num grupo de WhatsApp de parlamentares do MDB e de Meirelles. O ministro confirmou à reportagem a autoria da mensagem, mas não detalhou as propostas. ""Opinião pessoal para discussão enviada ao grupo de deputados do MDB e ao candidato. Não me aprofundei nos detalhes. Quero provocar a discussão de todos os itens propostos.""Procurado, o ex-ministro da Fazenda disse que não havia lido as propostas de Marun encaminhadas a ele pela reportagem. ""Não li ainda"", afirmou Meirelles.No texto, Marun diz aos deputados que, caso Meirelles não vença a eleição, ""pelo menos teremos o orgulho de não termos participado da eleição a passeio"". Marun critica na mensagem dois potenciais adversários de Meirelles na disputa pela sucessão do presidente Michel Temer, o ex-governador de São Paulo Geraldo Alckmin (PSDB) e o ex-ministro da Fazenda Ciro Gomes (PDT), a quem chama de ""débil mental"".""A atitude de Alckmin nas denúncias (contra Temer) o torna não merecedor do nosso apoio. Ajudamos a sua candidatura é verdade, ao vetarmos o apoio do Centrão ao débil mental do Ciro Gomes. Este apoio foi para os tucanos, mas isto não é de todo ruim. Sabemos que a tucanidade de Alckmin não o faz o candidato para o agora"", escreveu Marun.Mais tarde, Marun publicou nota dizendo que não teria usado a expressão ""débil mental"" contra Ciro se soubesse que ela viria a público. Segundo o ministro, a mensagem a parlamentares do MDB e a Meirelles tratava de posições pessoais que ele deseja discutir com o partido.""Admito que se soubesse que as mesmas se tornariam públicas não teria utilizado o termo 'débil mental' em relação ao Sr. Ciro Gomes, por reconhecer que, independentemente de minhas posições pessoais, um candidato a presidente da República deve ser publicamente tratado com o maior respeito"", afirmou Marun.",eco_gabinete_de_monitoramento_foto_antonio_cruz__1_-1827148.jpg,Marun sugeriu criação de uma corte constitucional para 'dirimir conflitos entre o STF e a Constituição
0,José Fogaça pode disputar Senado pelo MDB,https://www.jornaldocomercio.com/_conteudo/politica/2018/07/639544-jose-fogaca-pode-disputar-senado-pelo-mdb.html,"A desistência do ex-governador Germano Rigotto (MDB) de concorrer ao Senado causou mudanças consideráveis na disputa das duas vagas ao Senado no Rio Grande do Sul. Com a desistência de Rigotto, e o recuo da candidatura do ex-prefeito de Porto Alegre José Fortunatti (PSB), restam agora pelo menos quatro nomes fortes na eleição para senador: o dos senadores Paulo Paim (PT) e Ana Amélia Lemos (PP), o de Beto Albuquerque (PSB), e o do deputado federal José Fogaça (MDB) cotado para ser o substituto de Rigotto na chapa majoritária de Sartori. As lideranças do MDB se reúnem com o governador José Ivo Sartori (MDB) amanhã, ao meio dia, para buscar outro candidato. ""Entre os nomes do partido (para concorrer a senador), temos o do deputado federal José Fogaça (MDB). Ele já foi senador pelo nosso partido e acreditamos que tem um bom potencial. Mas vamos ouvir o Sartori sobre isso. Afinal, a composição da chapa majoritária tem que levar em conta a opinião dele"", ponderou o presidente estadual do MDB, Alceu Moreira.Entretanto, reconheceu que o desafio para a sigla não é a falta de quadros, mas sim a profusão de nomes dispostos a concorrer ao Senado. O ex-deputado estadual Ibsen Pinheiro (MDB) e o deputado federal Darcísio Perondi (MDB) já haviam manifestado a intenção de se candidatarem.Germano Rigotto (MDB) justificou sua desistência com dois argumentos: primeiro, a falta de tempo para organizar a campanha; segundo, a falta de motivação diante da reforma política aprovada em 2017 que, neste ano, deve dificultar a renovação no Congresso Nacional.Na avaliação do ex-governador, como a chapa majoritária em torno de Sartori demorou para se desenhar, agora não haveria mais tempo para organizar uma campanha competitiva. ""O problema não é a definição do Sartori sobre sua candidatura, é a indefinição da chapa majoritária. Demorou muito para sair uma decisão sobre a outra vaga ao Senado (cujo candidato, Beto Albuquerque, foi indicado pelo PSB). E, enquanto isso, deixei a minha vaga à disposição do partido para atrair novos aliados. Agora fica difícil organizar uma equipe"", analisou o ex-governador.Além disso, revelou que se sente desmotivado diante do Congresso Nacional que deve emergir das urnas em 2018. ""A reforma política vai dificultar a renovação, que, na minha opinião, não vai chegar a 30%. Além disso, não vai reduzir substancialmente o número de bancadas. Vamos ter em torno de 22 ou 23 partidos. Aí é feito para não dar certo, dificulta o trabalho"", avaliou.De qualquer forma, o recuo de Rigotto não foi o único na corrida pelas duas vagas ao Senado. Na convenção deste sábado, o PSB - principal aliado de Sartori na tentativa de reeleição - confirmou que vai lançar apenas Beto Albuquerque ao Senado, ao contrário do plano inicial que previa também a candidatura de Fortunatti.Os senadores Paulo Paim (PT) e Ana Amélia Lemos (PP) vão buscar a reeleição. O PT, que vai disputar o governo do Estado com Miguel Rossetto, ainda não tem o nome da segunda vaga ao Senado. O PP, cujo postulante ao Palácio Piratini é Luis Carlos Heinze (PP), recebeu indicação do PROS para a segundo candidato a senador - o professor Paulo Bogado. A chapa liderada pelo ex-prefeito de Pelotas Eduardo Leite (PSDB) recebeu indicação de um aliado - o PPS - para uma das candidaturas a senador: Mário Bernd (PPS).O PSOL oficializou os dois nomes em convenção ontem: Romer Guex (PSOL) e Cléber Santos (PCB). O PCdoB também já tem um nome para o Senado até agora: o vereador de Cruz Alta Everlei Martins. As chapas lideradas por Jairo Jorge (PDT), Luiz Fernando Portella (PMB) e Júlio Flores (PSTU) ainda não definiram nenhum nome para concorrer ao Senado.",mgr080218jose_fogaca028-1736080.jpg,"Com desistência de Germano Rigotto, Estado tem pelo menos quatro nomes conhecidos para concorrer ao posto"
0,NOVO e PSOL são primeiros partidos a oficializarem candidatos ao governo do Estado,https://www.jornaldocomercio.com/_conteudo/politica/2018/07/639649-novo-e-psol-sao-primeiros-partidos-a-oficializarem-candidatos-ao-governo-do-estado.html,"Os primeiros partidos a realizarem suas convenções estaduais e definirem seus candidatos no Rio Grande do Sul foram o NOVO e o PSOL. Na sexta-feira, o ex-secretário do Planejamento de Yeda Crusius (PSDB, 2007-2010) Mateus Bandeira foi oficializado como candidato a governador pelo NOVO. No domingo, o PSOL confirmou o nome do vereador Roberto Robaina para disputar o Palácio Piratini.A convenção do NOVO reuniu centenas de filiados no Chalé da Praça XV, em Porto Alegre, onde também foi celebrado o nome do vice de Bandeira, o ex-procurador-geral do Município Bruno Miragem. Nas chapas proporcionais, a legenda lançou 25 candidatos para a Assembleia Legislativa e 18 para a Câmara dos Deputados. Entre os candidatos a deputado federal, está o ex-deputado estadual Marcel Van Hattem, que trocou o PP pelo NOVO no início do ano, justamente para disputar as eleições. O NOVO não vai fazer coligações, conforme diretriz nacional do partido. ""Essas candidaturas representam todos que estão cansados de sustentar um Estado obeso e a corrupção, todos que estão cansados da velha política. São cidadãos comuns que acreditam que a mudança se faz com atitude, sem usar os impostos dos cidadãos"", resumiu Bandeira - fazendo menção ao compromisso do partido em não usar verba do Fundo Partidário.No domingo, o PSOL reuniu sua militância na Câmara Municipal de Porto Alegre, onde lançou a chapa da coligação ""Independência e luta para mudar o Rio Grande (PSOL-PCB)"", liderada por Robaina. A vaga de vice ficou com a professora de História da rede estadual Camila Goulart (PSOL). O evento ainda confirmou as candidaturas ao Senado do advogado viamonense Romer Guex (PSOL) e do trabalhador dos Correios Cleber Soares (PCB).""Vamos mostrar que é possível governar o Rio Grande do Sul de outra forma, sem atacar os servidores públicos. Queremos fortalecer uma política de segurança pública que respeite a comunidade e não tenha como alvo massacrar a juventude pobre da periferia, valorizando os policiais e combatendo prioritariamente os crimes contra a vida"", defendeu Robaina.No plano das finanças públicas, o candidato ao governo do Estado do PSOL defendeu o combate à ""sonegação e isenções fiscais que privilegiam apenas grandes empresas"" e defendeu ""a suspensão do pagamento da dívida do Estado com a União e a revogação da Lei Kandir"". No evento de domingo, a sigla também definiu que a campanha do PSOL vai buscar o fim do auxílio-moradia a integrantes do Judiciário.Nas proporcionais, a sigla oficializou uma nominata com 27 candidatos a deputado estadual. Entre eles, o deputado estadual Pedro Ruas e a ex-deputada Luciana Genro. O partido também vai ter 46 nomes disputando o cargo de deputado federal, como por exemplo a vereadora Fernanda Melchionna.No sábado, o PSB também se reuniu com a sua militância no Teatro Dante Barone, na Assembleia Legislativa. Mas ao contrário dos eventos do NOVO e do PSOL, a reunião do PSB não foi uma convenção, mas um congresso estadual - que contou inclusive com a presença do governador José Ivo Sartori (MDB).No evento, cerca de 700 lideranças do PSB aprovaram por unanimidade o apoio à reeleição de Sartori e indicação de Beto Albuquerque (PSB) para disputar uma das vagas ao Senado na chapa liderada pelo emedebista. O governador lembrou que a parceria com o PSB teve início na prefeitura de Caxias do Sul, em 2008, e teve continuidade na eleição à presidência da República, em 2014.""Continuamos a parceria, com (o falecido candidato à presidência da República) Eduardo Campos (PSB) e Beto Albuquerque. Plantamos uma semente de amizade, confiança e solidariedade. Um novo projeto para o Rio Grande e para o Brasil. Com o falecimento de Eduardo, seguimos juntos com a (então filiada ao PSB) Marina Silva (hoje na REDE) e o Beto. Aqui no Estado, tivemos o apoio dos deputados estaduais do PSB, que enfrentaram, muitas vezes, interesses pessoais e colocaram o Rio Grande acima de tudo"", lembrou Sartori.",mq220718_psol17-8412705.jpg,Primeiros partidos a realizarem suas convenções estaduais fecharam chapas no fim de semana
0,Aldo Rebelo diz que SD não fechou apoio a Alckmin,https://www.jornaldocomercio.com/_conteudo/politica/2018/07/639655-aldo-rebelo-diz-que-sd-nao-fechou-apoio-a-alckmin.html,"O pré-candidato do Solidariedade à Presidência da República, ex-ministro Aldo Rebelo, afirmou neste domingo (22) que sua pré-candidatura ao Palácio do Planalto está mantida. Rebelo foi ministro do Esporte, da Defesa e da Ciência e Tecnologia.Perguntado pela reportagem sobre como ficaria sua candidatura diante da possibilidade de o Solidariedade, partido que compõe o chamado Centrão, vir a apoiar a candidatura do tucano Geraldo Alckmin (PSDB), o ex-ministro disse que seu partido ainda não fechou apoio ao ex-governador paulista.""O Solidariedade ainda não fechou apoio a Geraldo Alckmin. Vamos acompanhar as negociações durante esta semana. A minha candidatura está mantida"", disse Rebelo.Aldo Rebelo participou da Convenção Estadual do Partido Solidariedade em São Paulo e discursou como candidato ao lado do presidente nacional do Solidariedade, o deputado federal Paulo Pereira da Silva, o Paulinho da Força, e o agora candidato oficial à reeleição ao governo de São Paulo, governador Márcio França. No evento, o ex-prefeito paulistano foi chamado de 'mentiroso' por Paulinho da Força.Rebelo disse que a Convenção Nacional do Solidariedade ocorrerá ao longo desta semana.",0,Rebelo disse que a Convenção Nacional do Solidariedade ocorrerá ao longo desta semana
0,Dez partidos ainda não definiram quem apoiar ao governo do Estado,https://www.jornaldocomercio.com/_conteudo/politica/2018/07/639570-dez-partidos-ainda-nao-definiram-quem-apoiar-ao-governo-do-estado.html,"Dos 35 partidos registrados junto ao Tribunal Superior Eleitoral (TSE), 10 ainda não decidiram como se posicionar nas eleições que definirão o governador do estado do Rio Grande do Sul para os próximos quatro anos. Em meio ao período de convenções partidárias, as negociações entre siglas se intensificam, e os postulantes ao maior cargo político do Estado brigam pelo apoio das últimas siglas restantes.Às 10h de hoje, o PRB deve declarar apoio ou ao MDB ou ao PSDB. Presidente estadual do partido, o deputado federal Carlos Gomes esteve reunido com o governador José Ivo Sartori (MDB) por mais de uma hora na quinta-feira passada e manteve contato também com Eduardo Leite (PSDB). A sigla deverá se coligar com um dos dois partidos.O PR é outro que pode declarar hoje qual será a sigla escolhida. No mais tardar, amanhã, o partido deverá fazer um anúncio interno e comunicar a decisão à imprensa, afirmou o deputado federal Giovani Cherini, presidente estadual do PR.Na quarta ou na quinta-feira desta semana, um bloco de quatro partidos deve anunciar a quem dará suporte na corrida. Segundo o presidente do PTC no Rio Grande do Sul, José Wellington, seu partido, em conjunto com o PSC, o PMN e o PRP, deve decidir um entre quatro candidatos. ""Com o Jairo Jorge (PDT) está difícil. Temos possibilidades com o Eduardo Leite, o Luis Carlos Heinze (PP) e o Sartori"", afirmou Wellington.A Rede aguarda a decisão de Sartori sobre sua possível tentativa de reeleição. O atual governador ainda não afirmou com todas as letras se disputará o Piratini em outubro, mas a Rede espera um possível apoio de Sartori à candidatura de Marina Silva (Rede) à presidência do País. O PRTB está no momento sem direção estadual e não participará das eleições gaúchas. A reportagem não conseguiu contato com as representações estaduais de PCO, DC e Patriota.<img align=""middle"" alt=""{'nm_midia_inter_thumb1':'https://www.jornaldocomercio.com/_midias/jpg/2018/07/22/206x137/1_pre_candidatos_ao_governo_do_estado-8412823.jpg', 'id_midia_tipo':'2', 'id_tetag_galer':'', 'id_midia':'5b5516c34b42e', 'cd_midia':8412823, 'ds_midia_link': 'https://www.jornaldocomercio.com/_midias/jpg/2018/07/22/pre_candidatos_ao_governo_do_estado-8412823.jpg', 'ds_midia': 'Pré-candidatos ao governo do Estado', 'ds_midia_credi': 'JC', 'ds_midia_titlo': 'Pré-candidatos ao governo do Estado', 'cd_tetag': '1', 'cd_midia_w': '800', 'cd_midia_h': '705', 'align': 'Left'}"" src=""https://www.jornaldocomercio.com/_midias/jpg/2018/07/22/pre_candidatos_ao_governo_do_estado-8412823.jpg"" width=""100%""/>",0,"Rede, PR, PRB, Patriota, DC, PCO, PMN,  PRP, PSC e PTC se mantêm indecisos sobre postulantes ao Palácio Piratini"
0,"Encontro de contas com Estado é positivo, diz Cettolin",https://www.jornaldocomercio.com/_conteudo/politica/2018/07/639508-encontro-de-contas-com-estado-e-positivo-diz-cettolin.html,"O prefeito de Garibaldi, Antonio Cettolin (MDB), assumiu a presidência da Federação das Associações dos Municípios do Rio Grande do Sul (Famurs), em meio à divulgação de duas notícias que atendem a demandas dos prefeitos e prefeitas. Uma é a possibilidade de se realizar encontro de contas entre o que o Estado deve em saúde aos municípios e as dívidas que estes tenham com o Estado e estejam no Cadastro Informativo das Pendências perante Órgãos e Entidades da Administração Estadual (Cadin). A assinatura do decreto foi formalizada pelo governador José Ivo Sartori (MDB) no congresso da entidade.""Estando no Cadin o município fica totalmente comprometido, passa a não receber mais verbas estaduais, até mesmo as federais compromete, é uma situação muito delicada"", explica Cittolin. Ele projeta que a medida beneficiará não apenas os municípios devedores, mas também os que não têm débitos com o Estado e poderão realizar esse encontro de contas recebendo em troca algum bem. ""(Essa demanda) atende a todos e vem ao encontro de melhorar muito a vida dos municípios"", completa.A outra medida é a expectativa de uma nova regulamentação que permitirá às agroindústrias familiares, que atualmente fazem parte do Sistema de Inspeção Municipal (SIM), migrarem para o Sistema Unificado Estadual de Sanidade Agroindustrial Familiar, Artesanal e de Pequeno Porte (Susaf) e, com isso, ampliar a área de comercialização de seus produtos para todo o Estado. ""Isso é um grande ganho para todos, porque vai gerar mais emprego, mais renda, tudo isso vai possibilitar um grande desenvolvimento"", comemora.Nesta entrevista ao <strong>Jornal do Comércio - O que a Famurs pretende tratar como pautas prioritárias no Estado?</strong><strong>Antonio Cettolin -</strong><strong>JC - Essa demanda atende inclusive aos municípios que não estejam no Cadin?</strong><strong>Cettolin -</strong><strong>JC - O decreto prevê a compensação do que o Estado deve na área de saúde aos municípios. Mas o que esses municípios deviam ao Estado?</strong><strong>Cettolin -</strong><strong>JC - E além da questão financeira, de não precisar pagar porque tem a receber também, facilita em outros sentidos, financiamentos, empréstimos?</strong><strong>Cettolin -</strong><strong>JC - Que outra demanda a Famurs vai trabalhar com o Estado?</strong><strong>Cettolin -</strong><strong>JC - O que muda para os municípios com o decreto e com o ingresso no Susaf?</strong><strong>Cettolin -</strong><strong>JC - Esses profissionais que farão a inspeção serão vinculados ao município?</strong><strong>Cettolin -</strong><strong>JC - Cada município tem que fazer a sua regulamentação?</strong><strong>Cettolin -</strong><iframe allowfullscreen=""allowfullscreen"" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/0v931_mBdrs"" style=""display: block; margin-left: auto; margin-right: auto;"" width=""560""></iframe><strong>JC - Isso são demandas ao Executivo. Por outro lado, em ano eleitoral, os legislativos costumam reduzir o ritmo de trabalho no período de campanha. Como a Famurs pretende fazer a articulação de pautas junto aos parlamentares?</strong><strong>Cettolin -</strong><strong>JC - Nesse período pré-campanha, o que a Famurs busca dos candidatos ao governo do Estado, alguma pauta específica que esperam que eles se comprometam?</strong><strong>Cettolin -</strong><strong>JC - Já há itens formulados?</strong><strong>Cettolin -</strong><strong>JC - Quando o ex-presidente da Famurs Salmo Dias (PP) assumiu, falou de uma pauta que é recorrente, dos municípios sem acesso asfáltico. Essa é uma das demandas?</strong><strong>Cettolin -</strong><strong>JC - Isso em relação ao governo do Estado. E em relação ao governo federal, os municípios têm alguma pauta principal e vão buscar esse compromisso dos candidatos?</strong><strong>Cettolin -</strong><strong>JC - Em relação ao pacto federativo, mesmo que haja compromisso dos candidatos à presidência, é um tema que tem que passar pelo Congresso. Acredita que o início do próximo ano legislativo é um bom momento para tentar pautar isso? Se fala que pautas que tenham um impacto muito grande, o melhor é apreciar no começo...</strong><strong>Cettolin -</strong>",lp_100718___especial_antonio__8_-8397819.jpg,Prefeito de Garibaldi assumiu a presidência da Famurs
